Key,Language,Search Engine,Publication Year,Author,Title,Journal,Pages,Issue,Volume,Notes from Screening,Screened by,Study Area Region,Study Area Continent,Studied Taxa - Kingdom,Studied Taxa - Phylum,Studied Taxa - Class,Studied Taxa - Order,Studied Taxa - Family,Studied Taxa - Genus,Study Taxa - Species,Species of Conservation Concern?,Non-Native Species?,Topic Notes (if other),Analyses Notes (if other),Data Type Notes (if other),iNaturalist Data Role,iNaturalist Projects,No tags because,Notes,Entered by,Assigned to,Study Area Country,Paper Topic,Analyses Conducted,iNaturalist Data Type
2SJIE8IX,english,Google Scholar,2023,"PORTMAN, ZACHARY M; GARDNER, JOEL; LANE, IAN G; GERJETS, NICOLE; PETERSEN, JESSICA D; ASCHER, JOHN S; ARDUSER, MIKE; EVANS, ELAINE C; BOYD, CRYSTAL; THOMSON, ROBIN; others",A checklist of the bees (Hymenoptera: Apoidea) of Minnesota,Zootaxa,1–95,1,5304,NA,Brittany,Minnesota,North America,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,Yes,Yes,NA,NA,NA,Minor Data Source,No,NA,"study species: polinators including birds, mammals, and insects; could not determine how much iNaturalist data they used in the study",Jackson,Jackson,United States of America,"Species Distribution/Range, Biology/Behavior",Descriptive,Observation Data
2T2FRVAE,english,Google Scholar,2022,"Moreno-Camarena, Mauricio; Ortega-Larrocea, María Pilar",Mesoamerican Cypripedium: Mycorrhizal Contributions to Promote Their Conservation as Critically Endangered Species,Plants,1554,12,11,NA,Brittany,NA,North America,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Cypripedium,NA,Yes,No,wildlife trafficking,NA,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,NA,Species Distribution/Range,Species Distribution,Observation Data
2UNCBJSU,english,Google Scholar,2016,"Schmidt, Marco; Assédé, Eméline Sêssi Pélagie; Oebel, Horst; Fahr, Jakob; Sinsin, Brice",Biota of the WAP complexâstarting a citizen science project for West Africaâs largest complex of protected areas,Flora et Vegetatio Sudano-Sambesica,3–6,NA,19,NA,Thomas,California,Africa,Animalia,Chordata,Aves,NA,NA,NA,NA,No,No,NA,activity of participants,NA,Main Data Source,Yes,NA,https://www.inaturalist.org/projects/biota-of-the-wap-complex,Quentin,Quentin,"Burkina Faso, Benin, Niger",Education/Community Engagement,Other,Observation Data
2V28YJU3,english,Google Scholar,2021,"Canavan, Susan; Richardson, David M; Le Roux, Johannes J; Kelchner, Scot A; Wilson, John RU",The status of alien bamboos in South Africa,South African Journal of Botany,33–40,NA,138,NA,Shawn,NA,Africa,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,NA,NA,No,Yes,NA,NA,NA,Major Data Source,Yes,NA,"Some of the species pulled from iNaturalist are conservation concern, but they were not specifically targeted from the iNaturalist database, so I put ""no"" for that column",Thomas,Thomas,South Africa,Species Distribution/Range,Species Distribution,Observation Data
2V9477QB,english,Google Scholar,2023,"Goodman, Aaron M; Kass, Jamie M; Ware, Jessica",Dynamic distribution modelling of the swamp tigertail dragonfly Synthemis eustalacta (Odonata: Anisoptera: Synthemistidae) over a 20-year bushfire regime,Ecological Entomology,209–225,2,48,NA,Brittany,NA,Oceania,Animalia,Arthropoda,Insecta,Odonata,Synthemistidae,Synthemis,eustalacta,No,No,NA,NA,NA,Major Data Source,No,NA,NA,Thomas,Thomas,Australia,"Species Distribution/Range, Climate Change/Environmental Impact",Species Distribution,Observation Data
2VEWKDI8,english,Google Scholar,2019,"Keszthelyi, Sándor; Fehér, Balázs; Somfalvi-Tóth, Katalin",Worldwide distribution and theoretical spreading of Trichoferus campestris (Coleoptera: Cerambycidae) depending on the main climatic elements,Entomological Science,339–352,3,22,NA,Corey,NA,"Asia, Europe, North America",Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Trichoferus,campestris,No,Yes,Machine learning training,NA,NA,Minor Data Source,No,NA,NA,Nadja,Nadja,NA,Species Distribution/Range,Species Distribution,Observation Data
2VMBI7SH,english,Google Scholar,2020,"Chollett, Iliana; Robertson, D Ross",Comparing biodiversity databases: Greater Caribbean reef fishes as a case study,Fish and Fisheries,1195–1212,6,21,NA,Brittany,Caribbean,North America,Animalia,Chordata,Amphibia,Anura,"Hylidae, Odontophrynidae",NA,NA,No,No,NA,NA,NA,Major Data Source,No,NA,One of three species is of conservation concern,Marina,Marina,Argentina,"Data Quality/Comparison, Species Distribution/Range","Population Measure, Species Distribution",Observation Data
2VMKEVUU,spanish,Google Scholar,2022,"Román De La Fuente, Tomás","RevisiÃ³n bibliogrÃ¡fica del orden Ephemeroptera (Insecta) para Chile y primeros registros de efÃ­meras en las provincias del Tamarugal (RegiÃ³n de TarapacÃ¡), San Antonio y San Felipe de Aconcagua (RegiÃ³n de ValparaÃ­so)",Revista chilena de entomología,15–46,1,48,NA,Flo,New York,South America,Animalia,Arthropoda,Insecta,Ephemeroptera,NA,NA,NA,No,No,NA,NA,NA,Could Not Determine,No,NA,"Difficult to know how many records from iNat they used. It seems Major, but the authors are not properly citing any of the data they use",Flo,Flo,Chile,Species Distribution/Range,Descriptive,Observation Data
2VRHGQTJ,english,Google Scholar,2021,"Justen, Lennart; Carlsmith, Duncan; Paskewitz, Susan M; Bartholomay, Lyric C; Bron, Gebbiena M",Identification of public submitted tick images: A neural network approach,Plos one,e0260622,12,16,NA,Shawn,NA,North America,Animalia,Arthropoda,Arachnida,Ixodida,Ixodidae,"Amblyomma, Dermacentor, Ixodes","americanum, variabilis, scapularis",No,Yes,computer vision,NA,NA,Major Data Source,No,NA,NA,Thomas,Thomas,United States of America,Other,Image Analysis,Imagery
2VST7ITV,spanish,Google Scholar,2022,"Faúndez, Eduardo I","Neopamera bilobata (Say, 1831)(Heteroptera: Rhyparochromidae): nuevos registros distribucionales y primer caso teratolÃ³gico para la especie",Revista Chilena de Entomología,1�15,4,48,NA,Flo,NA,South America,Animalia,Arthropoda,Insecta,Hemiptera,Rhyparochromidae,Neopamera,bilobata,No,Yes,NA,NA,NA,Minor Data Source,Yes,NA,The project is https://www.inaturalist.org/projects/neopamera-bilobata-in-south-america,Flo,Flo,"Peru, Bolivia, Chile",Species Distribution/Range,Descriptive,Observation Data
2W7MME8F,english,Google Scholar,2022,"Connors, Matthew G; Chen, Honglei; Li, Haokun; Edmonds, Adam; Smith, Kimberley A; Gell, Colin; Clitheroe, Kelly; Miller, Ishbel Morag; Walker, Kenneth L; Nunn, Jack S; others","Citizen scientists track a charismatic carnivore: Mapping the spread and impact of the South African Mantis (Miomantidae, Miomantis caffra) in Australia",Journal of Orthoptera Research,69–82,1,31,NA,Brittany,NA,Europe,Animalia,Arthropoda,Insecta,Lepidoptera,Castniidae,Paysandisia,archon,No,Yes,NA,NA,NA,Major Data Source,Yes,NA,NA,Brittany,Mark,Italy,Species Distribution/Range,Species Distribution,Observation Data
2WITQEQ5,english,Google Scholar,2022,"Mbobo, Tumeka; Richardson, David M; Gwynne-Evans, David; Deacon, James; Wilson, John RU",Psidium cattleyanum (Myrtaceae) invasions in South Africa: Status and prognosis,South African Journal of Botany,412–419,3,150,NA,Brittany,NA,North America,Animalia,Annelida,Clitellata,Crassiclitellata,Megascolecidae,Amynthas,NA,No,Yes,NA,NA,NA,Main Data Source,No,NA,NA,Brittany,Nadja,United States,Species Distribution/Range,Species Distribution,Observation Data
2WQ9IEVI,english,Google Scholar,2022,"Molina, Guillermo Eduardo Sedó; Shetty, Radhakrishna; Xiao, Hang; Wätjen, Anders Peter; Tovar, Miguel; Bang-Berthelsen, Claus Heiner",Development of a novel lactic acid bacteria starter culture approach: From insect microbiome to plant-based fermentations,LWT,113797,NA,167,NA,Brittany,NA,North America,Animalia,Mollusca,Gastropoda,Stylommatophora,Testacellidae,Testacella,NA,No,Yes,NA,NA,NA,Major Data Source,No,NA,NA,Brittany,Mark,NA,Species Distribution/Range,Species Distribution,Observation Data
2X9ILRYG,english,Google Scholar,2022,"Ren, LY; Chen, Y; Yuan, TH; Huang, RX; Li, MJ; Bai, XX","Impatiens bijieensis (Balsaminaceae), a new species from karst plateau in Guizhou, China. PhytoKeys 192: 1â10",PhytoKeys,001-10,1,192,NA,Brittany,Southeastern US,Asia,Plantae,Arthropoda,Arachnida,Araneae,Nephildae,Trichonephia,clavata,No,No,NA,NA,NA,Major Data Source,Yes,NA,NA,Brittany,Brittany,Mongolia,Species Distribution/Range,Descriptive,Observation Data
2XAAKEQD,english,Google Scholar,2020,"van der Heyden, Torsten; Faúndez, Eduardo I","First records of Leptoglossus occidentalis Heidemann, 1910 (Hemiptera: Heteroptera: Coreidae) in Brazil and South Africa Primeros registros de Leptoglossus occidentalis Heidemann, 1910 (Hemiptera: Heteroptera: Coreidae) en Brasil y SudÃ¡frica",Boletin del Museo Nacional de Historia Natural del Paraguay,28-30,1,24,NA,Brittany,California,North America,Plantae,NA,NA,NA,NA,NA,NA,No,No,cultural,Machine learning,NA,Minor Data Source,No,NA,"Maybe add ""cultural"" as a topic",Brittany,Colleen,United States,"Species Distribution/Range,
Other","Species Distribution,
Other",Observation Data
2XFYSKC9,english,Google Scholar,2021,"Carvajal Acosta, A Nalleli; Mooney, Kailen",Effects of geographic variation in host plant resources for a specialist herbivore's contemporary and future distribution,Ecosphere,e03822,11,12,NA,Thomas,British Columbia,North America,NA,NA,NA,NA,NA,NA,NA,No,No,Observer behavior,Machine learning,NA,Main Data Source,No,NA,NA,Brittany,Marina,Canada,"Data Quality/Comparison,
Other","Species Distribution,
Other",Observation Data
2XHHEI8C,english,Google Scholar,2021,"Jain, Anuj; Zeng, Yiwen; Webb, Edward L",Critical dependence of butterflies on a non-native host plant in the urban tropics,Frontiers in Ecology and Evolution,655012,1,9,Data obtained from iNat on butterflies,Jackson,NA,North America,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,antarcticus,No,No,NA,NA,NA,Minor Data Source,No,NA,Only 2 iNaturalist records were used,Brittany,Marina,New Zealand,Biology/Behavior,"Descriptive,
Image Analysis",Observation Data
2XPJNM8B,english,Google Scholar,2019,"Graziano, Matt; Weisenbeck, David; McLeod, David S","A Herpetological Survey of the Edith J. Carrier Arboretum at James Madison University (Harrisonburg, Virginia)",Castesbeianna,97-107,2,39,NA,Corey,Virginia,North America,Animalia,Chordata,Mammalia,Carnivora,Canidae,Canis,aureus,Yes,No,NA,NA,NA,Minor Data Source,No,NA,NA,Baasanmunkh,Munkh,United States of America,Species Distribution/Range,Species Distribution,Observation Data
2Z7HZRX3,english,Google Scholar,2023,"Bellingham, PJ; Arnst, EA; Clarkson, BD; Etherington, TR; Forester, LJ; Shaw, WB; Sprague, R; Wiser, SK; Peltzer, DA",The right tree in the right place? A major economic tree species poses major ecological threats,Biological Invasions,39–60,1,25,NA,Brittany,NA,Oceania,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,radiata,No,Yes,NA,NA,NA,Major Data Source,No,NA,NA,Thomas,Thomas,New Zealand,Species Distribution/Range,Species Distribution,Observation Data
2Z9G5AYT,english,Google Scholar,2023,"Balestrieri, Rosario; Vento, Roberto; Viviano, Andrea; Mori, Emiliano; Gili, Claudia; Monti, Flavio",Razorbills Alca torda in Italian Seas: A Massive Irruption of Historical Relevance and Role of Social Network Monitoring,Animals,656,4,13,NA,Brittany,NA,"Europe, Africa",Animalia,Chordata,Aves,Charadriiformes,Alcidae,Alca,torda,No,No,NA,NA,NA,Minor Data Source,No,NA,Light data comparision where they compared the number of records from different data sources to discuss the importance of incorporating data from different media outlets,Brittany,Brittany,India,"Species Distribution/Range, Data Quality/Comparison","Species Distribution, Descriptive",Observation Data
2ZBCZ9I6,english,Scopus,2022,"Barros, Luana Machado; Soares, Matheus Mickael Mota; de Freitas-Silva, Rafael Augusto Pinheiro; Sinclair, Bradley J.; Ale-Rocha, Rosaly",Revision of the New Zealand endemic genus Pseudoscelolabes Collin (Diptera: Hybotidae: Ocydromiinae),Zootaxa,516 – 528,4,5150,NA,Sam,NA,Europe,Plantae,NA,NA,NA,NA,NA,NA,No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Brittany,Levi,Ukraine,"Species Distribution/Range,
Biodiversity/Population Assessment","Descriptive,
Species Distribution",Observation Data
2ZM6CHXH,english,Google Scholar,2019,"Christina, Mathias; Limbada, Fawziah; Atlan, Anne","Climatic niche shift of an invasive shrub (gorse, Ulex europaeus): a world scale comparison in native and introduced regions",Journal of Plant Ecology,42-50,1,13,NA,Corey,NA,South America,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Ulex,europaeus,Yes,Yes,NA,NA,NA,Minor Data Source,No,NA,"Some of the species studied were of conservation concern, but not all.",Baasanmunkh,Munkh,Peru,"Climate Change/Environmental Impact, Species Distribution/Range",Species Distribution,Observation Data
32NT4HJB,english,Google Scholar,2021,"Yang, Zhiyong; Xu, Qianqian; Bao, Shilong; Cao, Xiaochun; Huang, Qingming",Learning with Multiclass AUC: theory and algorithms,IEEE Transactions on Pattern Analysis and Machine Intelligence,7747–7763,11,44,NA,Jackson,Pennsylvania,Global,"Animalia, Plantae",Arthropoda,Insecta,Hymenoptera,Apidae,Bombus,NA,No,No,Method testing,NA,NA,Major Data Source,No,NA,NA,Simon,Simon,United States,"Data Quality/Comparison, Other",Image Analysis,Imagery
338RNCBP,english,Google Scholar,2022,"Poloni, Riccardo; Iannella, Mattia; Fusco, Giuseppe; Fattorini, Simone",Conservation biogeography of high-altitude longhorn beetles under climate change,Insect Conservation and Diversity,429–444,4,15,NA,Brittany,"Italian peninsula, Sicily island",Europe,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,"Sphinx, Sphinx, Ceratomia","kalmiae, cheris, undulosa",No,No,NA,NA,NA,Minor Data Source,No,NA,"They examined host-butterfly interactions, but searched for iNaturalist records on butterflies so that is the defined taxon here",Shawan,Shawan,Italy,Species Distribution/Range,Species Distribution,Observation Data
33M8AZ35,english,Google Scholar,2022,"Smith, Stephen DA; Nimbs, Matt J",Citizen Scientists Record Significant Range Extensions for Tropical Sea Slug Species in Subtropical Eastern Australia,Diversity,244,4,14,NA,Brittany,Georgia,North America,Animalia,Arthropoda,Insecta,Hemiptera,Cicadidae,Magicicada,NA,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,United States,"Species Distribution/Range,
Biology/Behavior","Descriptive,
Species Distribution",Observation Data
33VBJUFF,english,Google Scholar,2020,"Seregin, Alexey P; Bochkov, Dmitriy A; Shner, Julia V; Garin, Eduard V; Pospelov, Igor N; Prokhorov, Vadim E; Golyakov, Pavel V; Mayorov, Sergey R; Svirin, Sergey A; Khimin, Alexander N; others",""" Flora of Russia"" on iNaturalist: a dataset",Biodiversity Data Journal,1176�1187,6,8,NA,Shawn,NA,Europe,Plantae,Tracheophyta,Liliopsida,Asparagales,Iridaceae,Iris,pseudacorus,No,Yes,description of project/dataset,NA,NA,Main Data Source,Yes,NA,NA,Thomas,Thomas,Russia,"Data Quality/Comparison, Other",Descriptive,"Observation Data, User Information, Identification Data"
33VRSXLX,english,Google Scholar,2022,"Kurczewski, Frank E; West, Rick C","Host selection and nesting behavior of Nearctic trapdoor spider-hunting spider wasps (Hymenoptera: Pompilidae: Pepsinae, Pompilinae)",Insect Mundi,001-24,NA,959,NA,Brittany,NA,Europe,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Manica,rubida,No,No,NA,NA,NA,Minor Data Source,No,NA,"Study mainly demonstrates the potential use of citizen science data to map species distributions, but there are some comparisions among data types",Brittany,Brittany,NA,Biology/Behavior,Descriptive,Imagery
34HEUVE9,english,Google Scholar,2021,"Pinedo-Escatel, Jorge Adilson; Aragón-Parada, Juvenal; Dietrich, Christopher H; Moya-Raygoza, Gustavo; Zahniser, James N; Portillo, Liberato",Biogeographical evaluation and conservation assessment of arboreal leafhoppers in the Mexican Transition Zone biodiversity hotspot,Diversity and Distributions,1051–1065,6,27,obs used,Mark,NA,North America,Animalia,Arthropoda,Arachnida,Opiliones,Cosmetidae,NA,NA,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Brittany,Marina,United States,Species Distribution/Range,Species Distribution,Observation Data
34KIUQDB,english,Google Scholar,2023,"Suttidate, Naparat; Pidgeon, Anna M; Hobi, Martina L; Round, Philip D; Dubinin, Maxim; Radeloff, Volker C","The effects of habitat heterogeneity, as measured by satellite image texture, on tropical forest bird distributions",Biological Conservation,110002,370,281,NA,Brittany,Xizang,Asia,Animalia,Chordata,Aves,Scorpiones,Buthidae,"Grosphus,
madagascariensis",NA,No,No,NA,NA,NA,Minor Data Source,No,NA,NA,Brittany,Brittany,Thailand,Species Distribution/Range,Species Distribution,Observation Data
35QHME5W,english,Google Scholar,2020,"Srivathsa, Arjun; Majgaonkar, Iravatee; Sharma, Sushma; Singh, Priya; Punjabi, Girish Arjun; Chawla, Malaika Mathew; Banerjee, Aditya",Opportunities for prioritizing and expanding conservation enterprise in India using a guild of carnivores as flagships,Environmental Research Letters,64009,6,15,NA,Brittany,NA,Asia,Animalia,Chordata,Mammalia,Carnivora,"Canidae, Hyaenidae",NA,NA,Yes,No,NA,NA,NA,Main Data Source,No,NA,NA,Marina,Marina,India,"Species Distribution/Range, Biodiversity/Population Assessment","Species Distribution, Population Measure",Observation Data
36K4UIWY,spanish,Google Scholar,2022,"Vercelli, Natalia; Scaramuzzino, Rosa; Goyenetche, Juan","Primer registro de la especie exÃ³tica Bellis perennis (Asteraceae, Astereae) en la provincia de Buenos Aires, centro de Argentina",Lilloa,319–330,2,59,"The correct title is: Primer registro de la especie exótica Bellis perennis (Asteraceae, Astereae) en la provincia de Buenos Aires, centro de Argentina. Brittany: Fixed",Flo,Buenos Aires,South America,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Bellis,perennis,No,Yes,NA,NA,NA,Minor Data Source,No,NA,NA,Flo,Flo,Argentina,Species Distribution/Range,Descriptive,Observation Data
374KA95Y,english,Google Scholar,2021,"Ceccolini, Filippo","New records for the alien mud-dauber wasp Sceliphron caementarium (Drury, 1773)(Hymenoptera: Sphecidae) in Peru",Revista Chilena de Entomología,852�869,4,47,NA,Shawn,Central Mexico,South America,Animalia,Arthropoda,Insecta,Hymenoptera,Sphecidae,Sceliphron,caementarium,No,Yes,NA,NA,NA,Main Data Source,No,NA,NA,Thomas,Thomas,Peru,Species Distribution/Range,Species Distribution,Observation Data
